0 1  0  0  0
0 0.99995  -0.01  1  0
0.01 0.9998  -0.019999  0.99995  -0.00999983
0.02 0.99955  -0.029996  0.9998  -0.0199987
0.03 0.9992  -0.03999  0.99955  -0.0299955
0.04 0.99875  -0.04998  0.9992  -0.0399893
0.05 0.9982  -0.059965  0.99875  -0.0499792
0.06 0.997551  -0.069944  0.998201  -0.059964
0.07 0.996802  -0.079916  0.997551  -0.0699428
0.08 0.995953  -0.08988  0.996802  -0.0799147
0.09 0.995004  -0.0998351  0.995953  -0.0898785
0.1 0.993956  -0.10978  0.995004  -0.0998334
0.11 0.992808  -0.119714  0.993956  -0.109778
0.12 0.991562  -0.129636  0.992809  -0.119712
0.13 0.990216  -0.139545  0.991562  -0.129634
0.14 0.988771  -0.149441  0.990216  -0.139543
0.15 0.987227  -0.159321  0.988771  -0.149438
0.16 0.985584  -0.169185  0.987227  -0.159318
0.17 0.983843  -0.179033  0.985585  -0.169182
0.18 0.982004  -0.188862  0.983844  -0.17903
0.19 0.980066  -0.198673  0.982004  -0.188859
0.2 0.97803  -0.208463  0.980067  -0.198669
0.21 0.975897  -0.218233  0.978031  -0.20846
0.22 0.973666  -0.227981  0.975897  -0.21823
0.23 0.971337  -0.237707  0.973666  -0.227978
0.24 0.968911  -0.247408  0.971338  -0.237703
0.25 0.966389  -0.257085  0.968912  -0.247404
0.26 0.96377  -0.266736  0.96639  -0.257081
0.27 0.961054  -0.27636  0.963771  -0.266731
0.28 0.958243  -0.285957  0.961055  -0.276356
0.29 0.955335  -0.295525  0.958244  -0.285952
0.3 0.952332  -0.305064  0.955336  -0.29552
0.31 0.949234  -0.314572  0.952334  -0.305059
0.32 0.946041  -0.324048  0.949235  -0.314567
0.33 0.942753  -0.333492  0.946042  -0.324043
0.34 0.939371  -0.342903  0.942755  -0.333487
0.35 0.935895  -0.35228  0.939373  -0.342898
0.36 0.932325  -0.361621  0.935897  -0.352274
0.37 0.928662  -0.370926  0.932327  -0.361615
0.38 0.924907  -0.380194  0.928665  -0.37092
0.39 0.921058  -0.389425  0.924909  -0.380188
0.4 0.917118  -0.398616  0.921061  -0.389418
0.41 0.913086  -0.407767  0.917121  -0.398609
0.42 0.908963  -0.416877  0.913089  -0.40776
0.43 0.904749  -0.425946  0.908966  -0.416871
0.44 0.900444  -0.434972  0.904752  -0.425939
