0 1  0  0  0
0 0.955  -0.3  1  0
0.3 0.822025  -0.573  0.955336  -0.29552
0.6 0.613134  -0.793822  0.825336  -0.564642
0.9 0.347396  -0.942041  0.62161  -0.783327
1.2 0.0491511  -1.00387  0.362358  -0.932039
1.5 -0.254221  -0.973439  0.0707372  -0.997495
1.8 -0.534813  -0.853368  -0.227202  -0.973848
2.1 -0.766757  -0.654522  -0.504846  -0.863209
2.4 -0.928609  -0.395042  -0.737394  -0.675463
2.7 -1.00533  -0.0986824  -0.904072  -0.42738
3 -0.989699  0.207359  -0.989992  -0.14112
3.3 -0.882955  0.494937  -0.98748  0.157746
3.6 -0.694741  0.737552  -0.896758  0.44252
3.9 -0.442212  0.912784  -0.725932  0.687766
4.2 -0.148477  1.00437  -0.490261  0.871576
4.5 0.159516  1.00372  -0.210796  0.97753
4.8 0.453453  0.910697  0.087499  0.996165
5.1 0.706257  0.733679  0.377978  0.925815
5.4 0.894579  0.488787  0.634693  0.772764
5.7 1.00096  0.198418  0.834713  0.550686
6 1.01544  -0.110799  0.96017  0.279415
6.3 0.936507  -0.410445  0.999859  -0.0168139
6.6 0.77123  -0.672927  0.950233  -0.311541
6.9 0.534647  -0.874015  0.815725  -0.57844
7.2 0.248383  -0.995078  0.608351  -0.793668
7.5 -0.0613175  -1.02481  0.346635  -0.938
7.8 -0.366003  -0.960303  0.0539554  -0.998543
8.1 -0.637623  -0.807288  -0.243544  -0.96989
8.4 -0.851117  -0.579673  -0.519289  -0.854599
8.7 -0.986718  -0.298253  -0.748647  -0.662969
9 -1.03179  0.0111839  -0.91113  -0.412118
9.3 -0.982006  0.320218  -0.992225  -0.124454
9.6 -0.84175  0.60041  -0.984688  0.174327
9.9 -0.623749  0.825917  -0.889191  0.457536
10.2 -0.347905  0.975875  -0.714266  0.699875
10.5 -0.0394865  1.03633  -0.475537  0.879696
10.8 0.27319  1.00154  -0.19433  0.980936
11.1 0.561359  0.874517  0.104236  0.994553
11.4 0.798453  0.666756  0.393491  0.919329
11.7 0.96255  0.397216  0.647596  0.761984
12 1.0384  0.0905761  0.843854  0.536573
12.3 1.01884  -0.22502  0.964733  0.263232
12.6 0.905491  -0.520547  0.999435  -0.033623
12.9 0.708579  -0.76877  0.94486  -0.327474
13.2 0.446062  -0.946749  0.805884  -0.592074
13.5 0.141965  -1.03796  0.594921  -0.803784
13.8 -0.175813  -1.03384  0.330815  -0.943696
14.1 -0.478055  -0.934578  0.0371584  -0.999309
14.4 -0.736916  -0.749106  -0.259817  -0.965658
14.7 -0.928486  -0.494321  -0.533584  -0.845747
15 -1.035  -0.193531  -0.759688  -0.650288
15.3 -1.04648  0.125678  -0.917931  -0.396741
15.6 -0.96169  0.433968  -0.994178  -0.107754
15.9 -0.788223  0.702946  -0.981618  0.190859
16.2 -0.541869  0.907781  -0.881372  0.472422
16.5 -0.245151  1.02949  -0.702397  0.711785
16.8 0.0747283  1.05671  -0.460679  0.887567
17.1 0.388378  0.986739  -0.177809  0.984065
17.4 0.666923  0.825822  0.120944  0.992659
17.7 0.884658  0.588583  0.408893  0.912582
18 1.02142  0.2967  0.660317  0.750987
18.3 1.06447  -0.0230789  0.852757  0.522309
18.6 1.00964  -0.341381  0.969022  0.246974
18.9 0.861796  -0.628912  0.998728  -0.0504227
19.2 0.634342  -0.85915  0.93922  -0.343315
19.5 0.348051  -1.01079  0.795815  -0.60554
19.8 0.0291517  -1.06972  0.581322  -0.813674
20.1 -0.293076  -1.03033  0.314901  -0.949125
20.4 -0.588987  -0.896041  0.0203508  -0.999793
20.7 -0.831295  -0.679023  -0.276017  -0.961153
21 -0.997593  -0.399079  -0.547729  -0.836656
21.3 -1.07243  -0.0818424  -0.770514  -0.637423
21.6 -1.04872  0.243568  -0.924472  -0.38125
21.9 -0.928456  0.547223  -0.995849  -0.0910224
22.2 -0.722509  0.801135  -0.97827  0.207336
22.5 -0.449655  0.981837  -0.873305  0.487175
22.8 -0.13487  1.07255  -0.69033  0.723495
23.1 0.192965  1.06475  -0.44569  0.895187
23.4 0.503705  0.958944  -0.161238  0.986916
23.7 0.768721  0.76468  0.137617  0.990486
24 0.963533  0.499653  0.424179  0.905578
24.3 1.07007  0.188108  0.67285  0.739779
24.6 1.07835  -0.141377  0.861418  0.507897
24.9 0.98741  -0.45852  0.973038  0.230646
25.2 0.805421  -0.73411  0.997739  -0.0672081
25.5 0.548944  -0.942701  0.933315  -0.359058
25.8 0.241431  -1.06496  0.785521  -0.618835
26.1 -0.0889222  -1.08947  0.567559  -0.823333
26.4 -0.411761  -1.01377  0.298898  -0.954285
26.7 -0.697362  -0.844618  0.00353755  -0.999994
27 -0.919366  -0.597402  -0.292139  -0.956376
27.3 -1.05721  -0.294709  -0.561719  -0.827328
27.6 -1.09805  0.0357175  -0.781123  -0.624377
27.9 -1.03793  0.363526  -0.930751  -0.365653
28.2 -0.882161  0.658545  -0.997239  -0.0742654
28.5 -0.6449  0.893559  -0.974645  0.223756
28.8 -0.347812  1.04682  -0.86499  0.501789
29.1 -0.0181148  1.10406  -0.678068  0.735
29.4 0.313917  1.05981  -0.430575  0.902555
29.7 0.617733  0.917941  -0.144621  0.989487
30 0.865317  0.691314  0.154251  0.988032
30.3 1.03377  0.400609  0.439345  0.898318
30.6 1.10744  0.0724504  0.685194  0.728361
30.9 1.07934  -0.26304  0.869836  0.493341
31.2 0.951853  -0.575004  0.976778  0.214253
31.5 0.736519  -0.834685  0.996468  -0.0839745
31.8 0.45297  -1.01808  0.927146  -0.3747
32.1 0.127162  -1.10816  0.775005  -0.631955
32.4 -0.211007  -1.09644  0.553635  -0.832759
32.7 -0.530444  -0.983797  0.28281  -0.959176
33 -0.801713  -0.780393  -0.0132767  -0.999912
33.3 -0.999754  -0.504762  -0.308178  -0.951329
33.6 -1.10619  -0.182121  -0.57555  -0.817766
33.9 -1.11105  0.157932  -0.791511  -0.611155
34.2 -1.01367  0.48414  -0.936768  -0.349951
34.5 -0.822816  0.766456  -0.998346  -0.0574875
34.8 -0.555853  0.978811  -0.970745  0.240112
35.1 -0.237196  1.10152  -0.856431  0.516262
35.4 0.103934  1.12311  -0.665613  0.746297
35.7 0.43619  1.04139  -0.415339  0.909667
36 0.728978  0.863671  -0.127964  0.991779
36.3 0.955276  0.606112  0.170842  0.985298
36.6 1.09412  0.292254  0.454387  0.890804
36.9 1.13256  -0.0491335  0.697344  0.716737
37.2 1.06686  -0.386691  0.878008  0.478646
37.5 0.902841  -0.689347  0.980243  0.197799
37.8 0.655409  -0.929179  0.994915  -0.100717
38.1 0.347162  -1.08399  0.920715  -0.390236
38.4 0.0063431  -1.13936  0.76427  -0.644897
38.7 -0.33575  -1.08999  0.539555  -0.841951
39 -0.647638  -0.940215  0.266643  -0.963795
39.3 -0.900559  -0.703614  -0.0300873  -0.999547
39.6 -1.07112  -0.401784  -0.32413  -0.946013
39.9 -1.14345  -0.0623683  -0.589219  -0.807973
40.2 -1.11071  0.283474  -0.801675  -0.59776
40.5 -0.975684  0.60393  -0.942519  -0.334151
40.8 -0.750599  0.869458  -0.999172  -0.0406933
41.1 -0.455985  1.05551  -0.966571  0.2564
41.4 -0.118811  1.14481  -0.847629  0.530589
41.7 0.229978  1.12894  -0.652971  0.757383
42 0.55831  1.00914  -0.399985  0.916522
42.3 0.835928  0.796237  -0.11127  0.99379
42.6 1.03718  0.509628  0.187385  0.982287
42.9 1.1434  0.17554  0.469301  0.883038
43.2 1.14461  -0.175379  0.709296  0.704911
43.5 1.04049  -0.510869  0.885932  0.463816
43.8 0.840403  -0.800026  0.98343  0.181289
44.1 0.562577  -1.01615  0.993081  -0.117431
44.4 0.232418  -1.13919  0.914023  -0.405662
44.7 -0.119799  -1.15765  0.753318  -0.657656
45 -0.461704  -1.06962  0.525322  -0.850904
45.3 -0.761813  -0.882976  0.2504  -0.968142
45.6 -0.992424  -0.614698  -0.0468893  -0.9989
45.9 -1.13217  -0.289309  -0.33999  -0.940429
46.2 -1.16802  0.063362  -0.602721  -0.797952
46.5 -1.09645  0.410917  -0.811612  -0.584197
46.8 -0.923835  0.72136  -0.948005  -0.318257
47.1 -0.665854  0.96605  -0.999715  -0.0238875
47.4 -0.346076  1.12233  -0.962123  0.272615
47.7 0.00619769  1.17565  -0.838588  0.544766
48 0.358614  1.12089  -0.640144  0.768255
48.3 0.678743  0.962863  -0.384518  0.923117
48.6 0.937058  0.715912  -0.0945447  0.995521
48.9 1.10966  0.402578  0.203874  0.978997
49.2 1.1805  0.0515629  0.484082  0.875023
49.5 1.14285  -0.304908  0.721048  0.692885
49.8 0.999948  -0.634042  0.893605  0.448854
