1	4	0.858407
2	2.6667	0.474926
3	3.46667	0.325074
4	2.89524	0.246355
5	3.33968	0.19809
6	2.97605	0.165546
7	3.28374	0.142146
8	3.01707	0.124521
9	3.25237	0.110773
10	3.04184	0.099753
100	3.13159	0.00999975
1000	3.14059	0.001
10000	3.14149	0.0001
