430.57 957537.683 -72782.9193 2477.98165 -1873.77226 -0.945283209 -10.2357478
481.77 999635.389 -79362.5274 2217.93761 -2100.21872 -1.0781157 -10.2680744
527.13 999532.227 -79344.9351 1955.95971 -2283.19547 -1.14259368 -10.3003171
566.84 961133.285 -73339.9605 1695.6984 -2429.50158 -1.14391802 -10.3341933
601.02 888640.14 -62647.1652 1439.47176 -2544.8551 -1.08902665 -10.3686407
629.77 786533.525 -49026.1126 1188.43292 -2634.22178 -0.984953368 -10.4022123
653.18 659499.56 -34439.6594 942.821071 -2701.83381 -0.838876508 -10.434011
