2.000000e+05   2.350233e-02   -2.515329e-02
3.000000e+05   -9.438434e-03   -2.356666e-03
4.000000e+05   -1.133406e-02   2.242242e-03
5.000000e+05   -8.141855e-03   -1.675151e-03
6.000000e+05   -6.355617e-03   -3.416837e-03
7.000000e+05   -1.082867e-02   -4.942258e-03
8.000000e+05   2.459754e-02   2.193307e-02
9.000000e+05   1.365679e-03   1.843552e-02
1.000000e+06   9.769968e+00   -6.979016e-03
1.100000e+06   1.072696e-03   -5.975431e-03
1.200000e+06   2.914490e-02   -2.532025e-02
1.300000e+06   -1.054827e-02   1.266286e-02
1.400000e+06   -1.839997e-02   6.404834e-03
1.500000e+06   -1.538488e-03   4.768936e-03
1.600000e+06   -1.075436e-02   -8.784602e-03
1.700000e+06   -9.037853e-03   -9.090154e-03
1.800000e+06   1.886041e-02   2.305718e-02
1.900000e+06   -8.499678e-04   7.401321e-03
2.000000e+06   9.766252e+00   -5.022197e-03
2.100000e+06   5.029253e-03   -1.586872e-02
2.200000e+06   1.760251e-02   -2.224480e-02
2.300000e+06   -4.954559e-03   8.419646e-03
2.400000e+06   -1.080485e-02   2.016231e-03
2.500000e+06   -1.537549e-02   1.213638e-04
2.600000e+06   -1.320137e-02   -7.642063e-03
2.700000e+06   -1.201032e-02   -7.343132e-03
2.800000e+06   2.431001e-02   2.573191e-02
2.900000e+06   1.879829e-03   1.795646e-02
3.000000e+06   9.770574e+00   -6.583657e-03
3.100000e+06   2.985812e-03   -1.159757e-02
3.200000e+06   2.245229e-02   -2.716713e-02
3.300000e+06   -1.238701e-02   3.410818e-04
3.400000e+06   -7.101484e-03   5.164027e-03
3.500000e+06   -4.218409e-03   -5.800172e-03
3.600000e+06   -8.244363e-03   -7.814851e-03
3.700000e+06   -8.284163e-03   -1.073146e-02
3.800000e+06   2.119513e-02   2.364221e-02
3.900000e+06   2.546112e-03   1.443169e-02
4.000000e+06   9.770344e+00   7.903672e-04
4.100000e+06   -2.572669e-03   -1.351779e-02
4.200000e+06   2.992438e-02   -2.327651e-02
4.300000e+06   -1.255655e-02   -2.774190e-04
4.400000e+06   -9.274443e-03   7.132313e-03
4.500000e+06   -9.712958e-03   8.920575e-04
4.600000e+06   -9.974665e-03   -9.617776e-03
4.700000e+06   -9.771191e-03   -8.228505e-03
4.800000e+06   2.735078e-02   2.159133e-02
4.900000e+06   -2.435817e-03   7.722301e-03
