0.0025	0.0430067	0.0397043	0	0.0998972
0.0025	0.0488237	0.0397043	0	0.0998972
0.0025	0.0495801	0.0397043	0	0.0998972
0.0025	0.0497847	0.0397043	0	0.0998972
0.0025	0.0498618	0.0397043	0	0.0998972
0.0025	0.0498972	0.0397043	0	0.0998972
0.0025	0.0499157	0.0397043	0	0.0998972
0.0025	0.0499263	0.0397043	0	0.0998972
0.0025	0.0499328	0.0397043	0	0.0998972
0.0025	0.049937	0.0397043	0	0.0998972
0.0025	0.0499398	0.0397043	0	0.0998972
0.0025	0.0499418	0.0397043	0	0.0998972
0.0025	0.0499432	0.0397043	0	0.0998972
0.0025	0.0499443	0.0397043	0	0.0998972
0.0025	0.0499451	0.0397043	0	0.0998972
0.0025	0.0499457	0.0397043	0	0.0998972
0.0025	0.0499462	0.0397043	0	0.0998972
0.0025	0.0499466	0.0397043	0	0.0998972
0.0025	0.0499469	0.0397043	0	0.0998972
0.0025	0.0499471	0.0397043	0	0.0998972
0.0025	0.0499473	0.0397043	0	0.0998972
0.005	0.085721	0.0465087	0	0.199179
0.005	0.0973402	0.0465087	0	0.199179
0.005	0.0988525	0.0465087	0	0.199179
0.005	0.0992614	0.0465087	0	0.199179
0.005	0.0994157	0.0465087	0	0.199179
0.005	0.0994866	0.0465087	0	0.199179
0.005	0.0995235	0.0465087	0	0.199179
0.005	0.0995447	0.0465087	0	0.199179
0.005	0.0995576	0.0465087	0	0.199179
0.005	0.099566	0.0465087	0	0.199179
0.005	0.0995717	0.0465087	0	0.199179
0.005	0.0995757	0.0465087	0	0.199179
0.005	0.0995785	0.0465087	0	0.199179
0.005	0.0995806	0.0465087	0	0.199179
0.005	0.0995822	0.0465087	0	0.199179
0.005	0.0995834	0.0465087	0	0.199179
0.005	0.0995844	0.0465087	0	0.199179
0.005	0.0995852	0.0465087	0	0.199179
0.005	0.0995858	0.0465087	0	0.199179
0.005	0.0995863	0.0465087	0	0.199179
0.005	0.0995867	0.0465087	0	0.199179
0.0075	0.127852	0.0610349	0	0.297232
0.0075	0.145244	0.0610349	0	0.297232
0.0075	0.147511	0.0610349	0	0.297232
0.0075	0.148124	0.0610349	0	0.297232
0.0075	0.148356	0.0610349	0	0.297232
0.0075	0.148462	0.0610349	0	0.297232
0.0075	0.148517	0.0610349	0	0.297232
0.0075	0.148549	0.0610349	0	0.297232
0.0075	0.148568	0.0610349	0	0.297232
0.0075	0.148581	0.0610349	0	0.297232
0.0075	0.14859	0.0610349	0	0.297232
0.0075	0.148596	0.0610349	0	0.297232
0.0075	0.1486	0.0610349	0	0.297232
0.0075	0.148603	0.0610349	0	0.297232
0.0075	0.148605	0.0610349	0	0.297232
0.0075	0.148607	0.0610349	0	0.297232
0.0075	0.148609	0.0610349	0	0.297232
0.0075	0.14861	0.0610349	0	0.297232
0.0075	0.148611	0.0610349	0	0.297232
0.0075	0.148611	0.0610349	0	0.297232
0.0075	0.148612	0.0610349	0	0.297232
0.01	0.169113	0.10685	0	0.393453
0.01	0.192234	0.10685	0	0.393453
0.01	0.195254	0.10685	0	0.393453
0.01	0.196071	0.10685	0	0.393453
0.01	0.196379	0.10685	0	0.393453
0.01	0.196521	0.10685	0	0.393453
0.01	0.196595	0.10685	0	0.393453
0.01	0.196637	0.10685	0	0.393453
0.01	0.196663	0.10685	0	0.393453
0.01	0.19668	0.10685	0	0.393453
0.01	0.196691	0.10685	0	0.393453
0.01	0.196699	0.10685	0	0.393453
0.01	0.196705	0.10685	0	0.393453
0.01	0.196709	0.10685	0	0.393453
0.01	0.196712	0.10685	0	0.393453
0.01	0.196715	0.10685	0	0.393453
0.01	0.196717	0.10685	0	0.393453
0.01	0.196718	0.10685	0	0.393453
0.01	0.196719	0.10685	0	0.393453
0.01	0.19672	0.10685	0	0.393453
0.01	0.196721	0.10685	0	0.393453
0.0125	0.209223	0.137505	0	0.487248
0.0125	0.238014	0.137505	0	0.487248
0.0125	0.241784	0.137505	0	0.487248
0.0125	0.242805	0.137505	0	0.487248
0.0125	0.24319	0.137505	0	0.487248
0.0125	0.243367	0.137505	0	0.487248
0.0125	0.243459	0.137505	0	0.487248
0.0125	0.243512	0.137505	0	0.487248
0.0125	0.243545	0.137505	0	0.487248
0.0125	0.243566	0.137505	0	0.487248
0.0125	0.24358	0.137505	0	0.487248
0.0125	0.24359	0.137505	0	0.487248
0.0125	0.243597	0.137505	0	0.487248
0.0125	0.243602	0.137505	0	0.487248
0.0125	0.243606	0.137505	0	0.487248
0.0125	0.243609	0.137505	0	0.487248
0.0125	0.243612	0.137505	0	0.487248
0.0125	0.243614	0.137505	0	0.487248
0.0125	0.243615	0.137505	0	0.487248
0.0125	0.243616	0.137505	0	0.487248
0.0125	0.243617	0.137505	0	0.487248
0.015	0.247908	0.140053	0	0.578039
0.015	0.282295	0.140053	0	0.578039
0.015	0.286812	0.140053	0	0.578039
0.015	0.288037	0.140053	0	0.578039
0.015	0.288499	0.140053	0	0.578039
0.015	0.288711	0.140053	0	0.578039
0.015	0.288822	0.140053	0	0.578039
0.015	0.288886	0.140053	0	0.578039
0.015	0.288924	0.140053	0	0.578039
0.015	0.28895	0.140053	0	0.578039
0.015	0.288967	0.140053	0	0.578039
0.015	0.288979	0.140053	0	0.578039
0.015	0.288987	0.140053	0	0.578039
0.015	0.288993	0.140053	0	0.578039
0.015	0.288998	0.140053	0	0.578039
0.015	0.289002	0.140053	0	0.578039
0.015	0.289005	0.140053	0	0.578039
0.015	0.289007	0.140053	0	0.578039
0.015	0.289009	0.140053	0	0.578039
0.015	0.28901	0.140053	0	0.578039
0.015	0.289012	0.140053	0	0.578039
0.0175	0.284902	0.164639	0	0.665266
0.0175	0.324799	0.164639	0	0.665266
0.0175	0.33006	0.164639	0	0.665266
0.0175	0.331487	0.164639	0	0.665266
0.0175	0.332026	0.164639	0	0.665266
0.0175	0.332274	0.164639	0	0.665266
0.0175	0.332403	0.164639	0	0.665266
0.0175	0.332477	0.164639	0	0.665266
0.0175	0.332522	0.164639	0	0.665266
0.0175	0.332552	0.164639	0	0.665266
0.0175	0.332571	0.164639	0	0.665266
0.0175	0.332585	0.164639	0	0.665266
0.0175	0.332595	0.164639	0	0.665266
0.0175	0.332603	0.164639	0	0.665266
0.0175	0.332608	0.164639	0	0.665266
0.0175	0.332613	0.164639	0	0.665266
0.0175	0.332616	0.164639	0	0.665266
0.0175	0.332619	0.164639	0	0.665266
0.0175	0.332621	0.164639	0	0.665266
0.0175	0.332622	0.164639	0	0.665266
0.0175	0.332624	0.164639	0	0.665266
0.02	0.319953	0.212655	0	0.748391
0.02	0.365256	0.212655	0	0.748391
0.02	0.371257	0.212655	0	0.748391
0.02	0.372886	0.212655	0	0.748391
0.02	0.373502	0.212655	0	0.748391
0.02	0.373785	0.212655	0	0.748391
0.02	0.373933	0.212655	0	0.748391
0.02	0.374017	0.212655	0	0.748391
0.02	0.374069	0.212655	0	0.748391
0.02	0.374103	0.212655	0	0.748391
0.02	0.374125	0.212655	0	0.748391
0.02	0.374141	0.212655	0	0.748391
0.02	0.374153	0.212655	0	0.748391
0.02	0.374161	0.212655	0	0.748391
0.02	0.374168	0.212655	0	0.748391
0.02	0.374172	0.212655	0	0.748391
0.02	0.374176	0.212655	0	0.748391
0.02	0.374179	0.212655	0	0.748391
0.02	0.374182	0.212655	0	0.748391
0.02	0.374184	0.212655	0	0.748391
0.02	0.374185	0.212655	0	0.748391
0.0225	0.352818	0.232588	0	0.826903
0.0225	0.403413	0.232588	0	0.826903
0.0225	0.410148	0.232588	0	0.826903
0.0225	0.411979	0.232588	0	0.826903
0.0225	0.412672	0.232588	0	0.826903
0.0225	0.41299	0.232588	0	0.826903
0.0225	0.413156	0.232588	0	0.826903
0.0225	0.413251	0.232588	0	0.826903
0.0225	0.413309	0.232588	0	0.826903
0.0225	0.413347	0.232588	0	0.826903
0.0225	0.413372	0.232588	0	0.826903
0.0225	0.41339	0.232588	0	0.826903
0.0225	0.413403	0.232588	0	0.826903
0.0225	0.413413	0.232588	0	0.826903
0.0225	0.41342	0.232588	0	0.826903
0.0225	0.413425	0.232588	0	0.826903
0.0225	0.41343	0.232588	0	0.826903
0.0225	0.413433	0.232588	0	0.826903
0.0225	0.413436	0.232588	0	0.826903
0.0225	0.413438	0.232588	0	0.826903
0.0225	0.41344	0.232588	0	0.826903
0.025	0.383269	0.235147	0	0.900316
0.025	0.439026	0.235147	0	0.900316
0.025	0.446492	0.235147	0	0.900316
0.025	0.448523	0.235147	0	0.900316
0.025	0.449292	0.235147	0	0.900316
0.025	0.449645	0.235147	0	0.900316
0.025	0.44983	0.235147	0	0.900316
0.025	0.449935	0.235147	0	0.900316
