 62.1608 -4.67082e+06 12.4322 0.000165909 -5053.6 3.79732e+08 -1010.72 -0.0134882 -43954.5 6.54096e+06 -8790.88 -1015.85
 1305.38 -4.67082e+06 12.4322 0.00348408 -106126 3.79732e+08 -1010.72 -0.283252 -922560 6.42345e+06 -8776.99 -1335
 2548.59 -4.67081e+06 12.4322 0.00680225 -207198 3.79732e+08 -1010.72 -0.553016 -1.79849e+06 6.27392e+06 -8737.35 -1655.47
 3791.81 -4.67081e+06 12.4321 0.0101204 -308270 3.79732e+08 -1010.72 -0.82278 -2.66917e+06 6.09245e+06 -8671.91 -1972.95
 5035.02 -4.67081e+06 12.4321 0.0134386 -409342 3.79732e+08 -1010.72 -1.09254 -3.53204e+06 5.87957e+06 -8581.55 -2283.16
 6278.24 -4.67081e+06 12.4321 0.0167568 -510414 3.79732e+08 -1010.72 -1.36231 -4.3847e+06 5.63619e+06 -8467.94 -2582.16
 7521.45 -4.67081e+06 12.4321 0.0200749 -611486 3.79732e+08 -1010.72 -1.63207 -5.22494e+06 5.36363e+06 -8333.51 -2866.47
 8764.66 -4.67081e+06 12.4321 0.0233931 -712557 3.79732e+08 -1010.72 -1.90183 -6.05081e+06 5.06348e+06 -8181.16 -3133.32
 10007.9 -4.6708e+06 12.4321 0.0267113 -813629 3.79731e+08 -1010.72 -2.1716 -6.86068e+06 4.73761e+06 -8014.17 -3380.71
 11251.1 -4.6708e+06 12.4321 0.0300294 -914701 3.79731e+08 -1010.72 -2.44136 -7.65326e+06 4.38803e+06 -7835.86 -3607.4
 12494.3 -4.6708e+06 12.4321 0.0333476 -1.01577e+06 3.79731e+08 -1010.72 -2.71112 -8.42759e+06 4.01684e+06 -7649.52 -3812.89
 13737.5 -4.67079e+06 12.4321 0.0366658 -1.11684e+06 3.79731e+08 -1010.72 -2.98089 -9.183e+06 3.62616e+06 -7458.17 -3997.29
 14980.7 -4.67079e+06 12.4321 0.0399839 -1.21792e+06 3.7973e+08 -1010.72 -3.25065 -9.91914e+06 3.21806e+06 -7264.52 -4161.25
 16223.9 -4.67079e+06 12.4321 0.0433021 -1.31899e+06 3.7973e+08 -1010.71 -3.52041 -1.06359e+07 2.79456e+06 -7070.9 -4305.77
 17467.1 -4.67078e+06 12.4321 0.0466202 -1.42006e+06 3.7973e+08 -1010.71 -3.79017 -1.13334e+07 2.35752e+06 -6879.24 -4432.12
 18710.3 -4.67078e+06 12.4321 0.0499384 -1.52113e+06 3.79729e+08 -1010.71 -4.05993 -1.20119e+07 1.90869e+06 -6691.07 -4541.72
 19953.5 -4.67077e+06 12.432 0.0532565 -1.6222e+06 3.79729e+08 -1010.71 -4.3297 -1.26718e+07 1.44968e+06 -6507.57 -4636.06
 21196.7 -4.67077e+06 12.432 0.0565747 -1.72327e+06 3.79728e+08 -1010.71 -4.59946 -1.33136e+07 981939 -6329.62 -4716.63
 22439.9 -4.67076e+06 12.432 0.0598928 -1.82434e+06 3.79728e+08 -1010.71 -4.86922 -1.39379e+07 506767 -6157.82 -4784.85
 23683.1 -4.67076e+06 12.432 0.0632109 -1.92541e+06 3.79727e+08 -1010.71 -5.13898 -1.45454e+07 25333.5 -5992.55 -4842.1
 24926.3 -4.67075e+06 12.432 0.0665291 -2.02648e+06 3.79727e+08 -1010.71 -5.40874 -1.51366e+07 -461329 -5834.02 -4889.64
 26169.5 -4.67074e+06 12.432 0.0698472 -2.12756e+06 3.79726e+08 -1010.7 -5.6785 -1.57124e+07 -952308 -5682.29 -4928.6
 27412.7 -4.67073e+06 12.4319 0.0731653 -2.22863e+06 3.79726e+08 -1010.7 -5.94826 -1.62733e+07 -1.4468e+06 -5537.31 -4960.05
 28655.9 -4.67073e+06 12.4319 0.0764834 -2.3297e+06 3.79725e+08 -1010.7 -6.21802 -1.68201e+07 -1.9441e+06 -5398.98 -4984.91
 29899.1 -4.67072e+06 12.4319 0.0798015 -2.43077e+06 3.79724e+08 -1010.7 -6.48778 -1.73533e+07 -2.44359e+06 -5267.09 -5004.03
 31142.3 -4.67071e+06 12.4319 0.0831196 -2.53184e+06 3.79724e+08 -1010.7 -6.75753 -1.78737e+07 -2.94474e+06 -5141.43 -5018.12
 32385.5 -4.6707e+06 12.4319 0.0864377 -2.63291e+06 3.79723e+08 -1010.7 -7.02729 -1.83818e+07 -3.44707e+06 -5021.75 -5027.86
 33628.7 -4.67069e+06 12.4318 0.0897558 -2.73398e+06 3.79722e+08 -1010.69 -7.29705 -1.88782e+07 -3.95018e+06 -4907.77 -5033.82
 34871.9 -4.67068e+06 12.4318 0.0930739 -2.83504e+06 3.79722e+08 -1010.69 -7.56681 -1.93635e+07 -4.45372e+06 -4799.23 -5036.49
 36115 -4.67068e+06 12.4318 0.096392 -2.93611e+06 3.79721e+08 -1010.69 -7.83656 -1.98382e+07 -4.95739e+06 -4695.86 -5036.32
 37358.2 -4.67067e+06 12.4318 0.09971 -3.03718e+06 3.7972e+08 -1010.69 -8.10632 -2.03029e+07 -5.46091e+06 -4597.37 -5033.69
 38601.4 -4.67066e+06 12.4317 0.103028 -3.13825e+06 3.79719e+08 -1010.69 -8.37607 -2.07579e+07 -5.96405e+06 -4503.51 -5028.95
 39844.6 -4.67064e+06 12.4317 0.106346 -3.23932e+06 3.79718e+08 -1010.68 -8.64583 -2.12037e+07 -6.46664e+06 -4414.01 -5022.38
 41087.7 -4.67063e+06 12.4317 0.109664 -3.34039e+06 3.79717e+08 -1010.68 -8.91558 -2.16408e+07 -6.96848e+06 -4328.64 -5014.24
 42330.9 -4.67062e+06 12.4316 0.112982 -3.44146e+06 3.79717e+08 -1010.68 -9.18533 -2.20696e+07 -7.46944e+06 -4247.17 -5004.77
 43574.1 -4.67061e+06 12.4316 0.1163 -3.54252e+06 3.79716e+08 -1010.68 -9.45509 -2.24904e+07 -7.96939e+06 -4169.36 -4994.15
 44817.2 -4.6706e+06 12.4316 0.119618 -3.64359e+06 3.79715e+08 -1010.67 -9.72484 -2.29036e+07 -8.46824e+06 -4095.01 -4982.55
 46060.4 -4.67059e+06 12.4315 0.122936 -3.74466e+06 3.79714e+08 -1010.67 -9.99459 -2.33095e+07 -8.96588e+06 -4023.92 -4970.13
 47303.5 -4.67058e+06 12.4315 0.126254 -3.84573e+06 3.79713e+08 -1010.67 -10.2643 -2.37084e+07 -9.46224e+06 -3955.91 -4957.01
 48546.7 -4.67056e+06 12.4315 0.129572 -3.94679e+06 3.79712e+08 -1010.67 -10.5341 -2.41008e+07 -9.95726e+06 -3890.8 -4943.32
 49789.8 -4.67055e+06 12.4314 0.13289 -4.04786e+06 3.79711e+08 -1010.66 -10.8038 -2.44867e+07 -1.04509e+07 -3828.42 -4929.14
 51033 -4.67054e+06 12.4314 0.136208 -4.14892e+06 3.79709e+08 -1010.66 -11.0736 -2.48665e+07 -1.09431e+07 -3768.63 -4914.57
 52276.1 -4.67052e+06 12.4314 0.139526 -4.24999e+06 3.79708e+08 -1010.66 -11.3433 -2.52405e+07 -1.14338e+07 -3711.28 -4899.68
 53519.2 -4.67051e+06 12.4313 0.142844 -4.35106e+06 3.79707e+08 -1010.65 -11.6131 -2.56089e+07 -1.1923e+07 -3656.23 -4884.54
 54762.4 -4.67049e+06 12.4313 0.146162 -4.45212e+06 3.79706e+08 -1010.65 -11.8828 -2.59718e+07 -1.24107e+07 -3603.36 -4869.2
 56005.5 -4.67048e+06 12.4313 0.14948 -4.55319e+06 3.79705e+08 -1010.65 -12.1526 -2.63296e+07 -1.28968e+07 -3552.54 -4853.72
