10	533	467	10	990	543	2457
30	239	228	8	982	247	2210
50	115	113	8	974	123	2087
70	67	46	14	960	81	2006
90	27	19	13	947	40	1966
110	12	7	16	931	28	1938
130	5	2	7	924	12	1926
150	1	1	16	908	17	1909
170	1	0	8	900	9	1900
190	0	0	10	890	10	1890
210	0	0	14	876	14	1876
230	0	0	4	872	4	1872
250	0	0	14	858	14	1858
270	0	0	9	849	9	1849
290	0	0	4	845	4	1845
310	0	0	8	837	8	1837
330	0	0	7	830	7	1830
350	0	0	10	820	10	1820
370	0	0	15	805	15	1805
390	0	0	8	797	8	1797
410	0	0	10	787	10	1787
430	0	0	6	781	6	1781
450	0	0	10	771	10	1771
470	0	0	10	761	10	1761
490	0	0	7	754	7	1754
510	0	0	11	743	11	1743
530	0	0	5	738	5	1738
550	0	0	9	729	9	1729
570	0	0	10	719	10	1719
590	0	0	8	711	8	1711
610	0	0	6	705	6	1705
630	0	0	9	696	9	1696
650	0	0	14	682	14	1682
670	0	0	13	669	13	1669
690	0	0	8	661	8	1661
710	0	0	8	653	8	1653
730	0	0	4	649	4	1649
750	0	0	10	639	10	1639
770	0	0	13	626	13	1626
790	0	0	4	622	4	1622
810	0	0	10	612	10	1612
830	0	0	9	603	9	1603
850	0	0	5	598	5	1598
870	0	0	7	591	7	1591
890	0	0	11	580	11	1580
910	0	0	2	578	2	1578
930	0	0	6	572	6	1572
950	0	0	7	565	7	1565
970	0	0	8	557	8	1557
990	0	0	4	553	4	1553
1010	0	0	7	546	7	1546
1030	0	0	5	541	5	1541
1050	0	0	5	536	5	1536
1070	0	0	8	528	8	1528
1090	0	0	5	523	5	1523
1110	0	0	11	512	11	1512
1130	0	0	4	508	4	1508
1150	0	0	4	504	4	1504
1170	0	0	11	493	11	1493
1190	0	0	7	486	7	1486
1210	0	0	7	479	7	1479
1230	0	0	2	477	2	1477
1250	0	0	5	472	5	1472
1270	0	0	3	469	3	1469
1290	0	0	4	465	4	1465
1310	0	0	3	462	3	1462
1330	0	0	8	454	8	1454
1350	0	0	8	446	8	1446
1370	0	0	1	445	1	1445
1390	0	0	6	439	6	1439
1410	0	0	5	434	5	1434
1430	0	0	7	427	7	1427
1450	0	0	6	421	6	1421
1470	0	0	3	418	3	1418
1490	0	0	5	413	5	1413
1510	0	0	3	410	3	1410
1530	0	0	4	406	4	1406
1550	0	0	3	403	3	1403
1570	0	0	4	399	4	1399
1590	0	0	0	399	0	1399
1610	0	0	8	391	8	1391
1630	0	0	2	389	2	1389
1650	0	0	7	382	7	1382
1670	0	0	1	381	1	1381
1690	0	0	4	377	4	1377
1710	0	0	5	372	5	1372
1730	0	0	2	370	2	1370
1750	0	0	6	364	6	1364
1770	0	0	4	360	4	1360
1790	0	0	3	357	3	1357
1810	0	0	1	356	1	1356
1830	0	0	3	353	3	1353
1850	0	0	2	351	2	1351
1870	0	0	4	347	4	1347
1890	0	0	3	344	3	1344
1910	0	0	6	338	6	1338
1930	0	0	3	335	3	1335
1950	0	0	5	330	5	1330
1970	0	0	2	328	2	1328
1990	0	0	1	327	1	1327
2010	0	0	4	323	4	1323
2030	0	0	2	321	2	1321
2050	0	0	4	317	4	1317
2070	0	0	4	313	4	1313
2090	0	0	5	308	5	1308
2110	0	0	6	302	6	1302
2130	0	0	3	299	3	1299
2150	0	0	3	296	3	1296
2170	0	0	7	289	7	1289
2190	0	0	2	287	2	1287
2210	0	0	5	282	5	1282
2230	0	0	1	281	1	1281
2250	0	0	2	279	2	1279
2270	0	0	5	274	5	1274
2290	0	0	3	271	3	1271
2310	0	0	5	266	5	1266
2330	0	0	5	261	5	1261
2350	0	0	4	257	4	1257
2370	0	0	4	253	4	1253
2390	0	0	4	249	4	1249
2410	0	0	3	246	3	1246
2430	0	0	0	246	0	1246
2450	0	0	4	242	4	1242
2470	0	0	4	238	4	1238
2490	0	0	4	234	4	1234
2510	0	0	2	232	2	1232
2530	0	0	4	228	4	1228
2550	0	0	0	228	0	1228
2570	0	0	3	225	3	1225
2590	0	0	2	223	2	1223
2610	0	0	3	220	3	1220
2630	0	0	0	220	0	1220
2650	0	0	2	218	2	1218
2670	0	0	3	215	3	1215
2690	0	0	3	212	3	1212
2710	0	0	5	207	5	1207
2730	0	0	2	205	2	1205
2750	0	0	2	203	2	1203
2770	0	0	1	202	1	1202
2790	0	0	2	200	2	1200
2810	0	0	1	199	1	1199
2830	0	0	2	197	2	1197
2850	0	0	1	196	1	1196
2870	0	0	0	196	0	1196
2890	0	0	1	195	1	1195
2910	0	0	4	191	4	1191
2930	0	0	0	191	0	1191
2950	0	0	1	190	1	1190
2970	0	0	2	188	2	1188
2990	0	0	0	188	0	1188
3010	0	0	1	187	1	1187
3030	0	0	2	185	2	1185
3050	0	0	3	182	3	1182
3070	0	0	3	179	3	1179
3090	0	0	2	177	2	1177
3110	0	0	1	176	1	1176
3130	0	0	4	172	4	1172
3150	0	0	1	171	1	1171
3170	0	0	5	166	5	1166
3190	0	0	3	163	3	1163
3210	0	0	2	161	2	1161
3230	0	0	1	160	1	1160
3250	0	0	0	160	0	1160
3270	0	0	2	158	2	1158
3290	0	0	0	158	0	1158
3310	0	0	2	156	2	1156
3330	0	0	3	153	3	1153
3350	0	0	4	149	4	1149
3370	0	0	2	147	2	1147
3390	0	0	3	144	3	1144
3410	0	0	0	144	0	1144
3430	0	0	5	139	5	1139
3450	0	0	0	139	0	1139
3470	0	0	1	138	1	1138
3490	0	0	3	135	3	1135
3510	0	0	1	134	1	1134
3530	0	0	1	133	1	1133
3550	0	0	1	132	1	1132
