# endpoints
# degrees	range (new york)	range (denver)
30.0		111.89			120.653
35.0		116.754			126.451
40.0		118.581			128.889
45.0		117.532			128.123
50.0		113.741			124.286
55.0		107.323			117.498
60.0		98.4818			107.763
