3	1.65307939	1.20162702
5	1.17789841	1.01950479
7	1.0792948	1.0024662
9	1.04384756	0.999163866
11	1.02726889	0.998209774
13	1.01821685	0.997857511
15	1.012743	0.997704327
17	1.00918376	0.997629106
19	1.00674045	0.997588694
21	1.00499129	0.997565567
23	1.00369668	0.99755162
25	1.0027113	0.997542799
27	1.00194418	0.997536659
29	1.00133538	0.997532785
31	1.00084412	0.997530043
33	1.00044191	0.997528195
35	1.00010884	0.997526646
37	0.999829233	0.997525334
39	0.999592721	0.997524619
41	0.999390841	0.997524202
43	0.999216914	0.997523606
45	0.999066412	0.997523248
47	0.998935282	0.99752295
49	0.998819709	0.997522414
51	0.998717844	0.997522533
53	0.998627603	0.997522295
55	0.998547494	0.997521937
57	0.998475373	0.997521877
59	0.998410881	0.997521877
61	0.998352289	0.997521996
63	0.998299479	0.997521579
65	0.998251855	0.997521758
67	0.998208344	0.9975214
69	0.998168409	0.997521698
71	0.99813205	0.99752146
73	0.998098552	0.99752152
75	0.998067737	0.997521758
77	0.998039424	0.997521222
79	0.998013139	0.997521758
81	0.99798882	0.99752152
83	0.99796617	0.99752152
85	0.997945249	0.997521579
87	0.997925758	0.997521222
89	0.997907758	0.997520983
91	0.997890711	0.997521281
93	0.997874737	0.997521579
95	0.997859895	0.997521639
97	0.997845948	0.997521579
99	0.997832656	0.997521341
101	0.997820497	0.997521281
103	0.997809172	0.997521102
105	0.997798204	0.997521162
107	0.997787297	0.997521162
109	0.99777776	0.9975214
111	0.997768581	0.997521341
113	0.997759759	0.997521639
115	0.997752011	0.9975214
117	0.997743607	0.997521579
119	0.997736216	0.997521579
121	0.997729182	0.997521222
123	0.997722447	0.9975214
125	0.997715652	0.997521222
127	0.997709632	0.997520924
129	0.997703612	0.99752152
131	0.997698665	0.997521162
133	0.997692764	0.997521758
135	0.997687995	0.997521341
137	0.997682929	0.997521281
139	0.997678518	0.997520924
141	0.997673631	0.997521102
143	0.997669578	0.99752152
145	0.997665346	0.997521341
147	0.997661531	0.997521579
149	0.997657955	0.997521102
151	0.997653842	0.99752152
153	0.997651041	0.997520804
155	0.997647643	0.997521043
157	0.997644424	0.997520983
159	0.997641087	0.997520983
161	0.997638345	0.997521222
163	0.997635305	0.997521222
165	0.997632504	0.997521162
167	0.997629702	0.997521818
169	0.997627616	0.997521043
171	0.997624934	0.997521043
173	0.997622073	0.997520924
175	0.997620106	0.997520864
177	0.997617543	0.997521281
179	0.997615874	0.997520745
181	0.997613609	0.997521162
183	0.997611642	0.997521281
185	0.997609794	0.997520924
187	0.997607887	0.997521341
189	0.997605681	0.997521341
191	0.997603953	0.997521162
193	0.997602582	0.997520983
