0  0.000000e+00  0.000000e+00  0.000000e+00

1	-1.475112e+00	+1.376153e+00	-1.032041e+00
2	-6.394129e-01	-5.950666e-02	-1.197753e+00
3	+9.263395e-01	-6.231840e-01	1.733736e-01
4	+6.899694e-01	-1.210733e+00	5.560400e-01
5	-8.582464e-02	+2.846802e-01	-8.321225e-01
6	-4.280952e-01	+7.442913e-01	-1.083997e+00
7	+1.175876e+00	-1.693803e-02	-2.171708e+00
8	+3.234804e-01	+1.185922e+00	-2.695184e+00
9	+1.728172e+00	-1.942862e-01	-3.572823e+00
10	+3.073147e+00	-1.769546e+00	-3.252380e+00
11	+1.920838e+00	-7.943019e-02	-4.576445e+00
12	+2.961801e+00	+6.890287e-01	-4.822286e+00
13	+1.351634e+00	+1.297238e+00	-5.645088e+00
14	+1.637593e+00	+4.799943e-01	-6.910683e+00
15	+3.060264e-01	+3.731263e-01	-6.817381e+00
16	-9.470940e-01	-6.675600e-01	-5.715998e+00
17	-1.116373e+00	-9.228776e-01	-5.145517e+00
18	-1.388153e+00	-8.720389e-02	-3.540756e+00
19	+2.064850e-02	-1.391743e+00	-2.422519e+00
20	-9.187402e-01	+3.327065e-01	-1.500959e+00
21	-1.318276e+00	+9.306725e-01	-1.473110e+00
22	-1.024060e+00	-7.903687e-01	-2.265424e+00
23	-1.006877e+00	-2.039654e+00	-1.379293e+00
24	-2.197559e-01	-3.730987e+00	-1.240532e+00
25	+1.081714e+00	-3.981296e+00	-1.060905e+00
26	+1.637309e+00	-3.861572e+00	-9.191345e-01
27	+1.413603e+00	-4.832941e+00	-9.120323e-01
28	+4.250419e-01	-3.585773e+00	-1.935273e+00
29	+2.048545e+00	-3.160725e+00	-1.735472e+00
30	+1.968577e+00	-4.024356e+00	-4.239944e-01
31	+3.236779e+00	-3.687220e+00	-5.840848e-01
32	+3.662144e+00	-3.279987e+00	2.088543e-01
33	+4.539159e+00	-3.787500e+00	1.587818e+00
34	+5.770497e+00	-3.555054e+00	1.511146e+00
35	+5.591995e+00	-2.787461e+00	2.472732e-01
36	+4.680816e+00	-2.571725e+00	8.570980e-01
37	+4.538359e+00	-2.830378e+00	1.653609e+00
38	+4.986328e+00	-4.286751e+00	1.533894e+00
39	+6.099872e+00	-4.832884e+00	2.612163e-01
40	+5.713442e+00	-5.637452e+00	-4.390651e-01
41	+6.306004e+00	-5.460438e+00	8.171310e-01
42	+4.916922e+00	-5.281955e+00	-4.939782e-01
43	+4.820080e+00	-6.495163e+00	2.008143e-03
44	+3.382320e+00	-8.217105e+00	1.157025e+00
45	+4.066974e+00	-8.049250e+00	1.132134e+00
46	+3.669127e+00	-7.685930e+00	1.850692e+00
47	+3.883430e+00	-7.363416e+00	2.472304e+00
48	+5.366644e+00	-6.346624e+00	2.923882e+00
49	+3.832260e+00	-4.957313e+00	4.105654e+00
50	+2.333265e+00	-4.143147e+00	5.271702e+00
51	+1.627720e+00	-5.475517e+00	5.366577e+00
52	+2.561388e+00	-6.877308e+00	5.941789e+00
53	+2.596053e+00	-6.987529e+00	6.343352e+00
54	+3.608713e+00	-5.431870e+00	6.111533e+00
55	+4.135206e+00	-6.327919e+00	5.428164e+00
56	+3.885618e+00	-6.971610e+00	5.593105e+00
57	+3.845783e+00	-5.958603e+00	4.363189e+00
58	+4.924433e+00	-7.467984e+00	2.670780e+00
59	+5.111755e+00	-6.410160e+00	2.278620e+00
60	+4.043278e+00	-7.581774e+00	3.574935e+00
61	+5.139912e+00	-6.022202e+00	1.873353e+00
62	+4.695725e+00	-7.676739e+00	3.412866e+00
63	+4.605920e+00	-9.321397e+00	4.483732e+00
64	+5.433863e+00	-9.699192e+00	3.887054e+00
65	+4.824042e+00	-8.724463e+00	3.607421e+00
66	+5.275437e+00	-9.854960e+00	5.181637e+00
67	+5.297965e+00	-1.109578e+01	6.455948e+00
68	+3.629131e+00	-9.596055e+00	5.583833e+00
69	+2.087890e+00	-9.855649e+00	4.925022e+00
70	+3.630469e+00	-9.929294e+00	5.458955e+00
71	+2.564790e+00	-1.046684e+01	4.416369e+00
72	+3.324929e+00	-1.206699e+01	2.993630e+00
73	+4.778026e+00	-1.149929e+01	4.122594e+00
74	+5.110162e+00	-1.060728e+01	3.018308e+00
75	+3.855707e+00	-9.967030e+00	2.338476e+00
76	+3.740416e+00	-1.112321e+01	3.161754e+00
77	+4.219754e+00	-1.057063e+01	2.680997e+00
78	+5.322032e+00	-1.163042e+01	4.152349e+00
79	+3.874297e+00	-1.166376e+01	2.658903e+00
80	+2.688331e+00	-1.303265e+01	2.755436e+00
81	+4.275330e+00	-1.388737e+01	2.787434e+00
82	+4.463413e+00	-1.503320e+01	4.017721e+00
83	+5.481748e+00	-1.527012e+01	5.224394e+00
84	+6.900462e+00	-1.381347e+01	3.692149e+00
85	+5.998984e+00	-1.434852e+01	4.976794e+00
86	+4.615369e+00	-1.455020e+01	6.249350e+00
87	+5.040919e+00	-1.585943e+01	5.049286e+00
88	+4.957705e+00	-1.503527e+01	6.404129e+00
89	+5.069774e+00	-1.440584e+01	7.968306e+00
90	+4.732334e+00	-1.365734e+01	9.269550e+00
91	+5.865960e+00	-1.204501e+01	8.583454e+00
92	+5.525213e+00	-1.328428e+01	8.791319e+00
93	+4.154367e+00	-1.461537e+01	9.900209e+00
94	+4.707881e+00	-1.421981e+01	1.058728e+01
95	+6.113368e+00	-1.378523e+01	1.069251e+01
96	+5.964270e+00	-1.231518e+01	9.620628e+00
97	+6.214499e+00	-1.217048e+01	9.633938e+00
98	+4.935243e+00	-1.359719e+01	8.971427e+00
99	+3.316193e+00	-1.210966e+01	7.450435e+00
100	+2.903966e+00	-1.234686e+01	8.121167e+00
101	+2.332016e+00	-1.113186e+01	8.225246e+00
102	+1.024632e+00	-9.904361e+00	6.707488e+00
103	+1.530676e+00	-1.000052e+01	6.839979e+00
104	+2.386981e+00	-1.000540e+01	8.512365e+00
105	+6.933139e-01	-9.485782e+00	9.043746e+00
106	+8.007637e-01	-8.883899e+00	9.125928e+00
107	-6.785335e-01	-8.750280e+00	9.827502e+00
108	+7.704085e-01	-8.195534e+00	1.051547e+01
109	-2.754885e-01	-6.570403e+00	1.135986e+01
110	-3.038287e-01	-7.181237e+00	1.137549e+01
111	-5.407828e-01	-5.660410e+00	1.082907e+01
112	+7.601796e-01	-5.748532e+00	1.118612e+01
113	+1.525768e+00	-5.232458e+00	1.103615e+01
114	+1.896172e+00	-6.374561e+00	1.116237e+01
115	+2.250379e+00	-5.326908e+00	1.164408e+01
116	+3.914550e+00	-5.274541e+00	1.064661e+01
117	+5.406929e+00	-4.634666e+00	1.107446e+01
118	+4.734506e+00	-6.247008e+00	9.464983e+00
119	+5.653797e+00	-6.317236e+00	8.747009e+00
120	+7.289996e+00	-7.579108e+00	8.770052e+00
121	+8.110097e+00	-9.076178e+00	7.138898e+00
122	+8.321501e+00	-7.686896e+00	7.719368e+00
123	+7.963433e+00	-8.357592e+00	6.133821e+00
124	+7.041013e+00	-9.975214e+00	5.165284e+00
125	+6.397191e+00	-8.319164e+00	4.107263e+00
126	+7.620250e+00	-9.270989e+00	3.832455e+00
127	+9.312030e+00	-8.550377e+00	4.843960e+00
128	+8.601967e+00	-6.886946e+00	4.359578e+00
129	+8.999979e+00	-5.733394e+00	2.757827e+00
130	+1.007529e+01	-5.412680e+00	3.444471e+00
131	+1.007600e+01	-4.386682e+00	4.653961e+00
132	+1.159935e+01	-3.423872e+00	3.841534e+00
133	+1.126602e+01	-4.250489e+00	3.825593e+00
134	+1.214541e+01	-5.478755e+00	3.986962e+00
135	+1.139608e+01	-6.080659e+00	3.255792e+00
136	+9.851800e+00	-6.505636e+00	4.071765e+00
137	+1.140642e+01	-6.290785e+00	5.085772e+00
138	+1.231773e+01	-7.826787e+00	4.219148e+00
139	+1.121663e+01	-8.090892e+00	2.881551e+00
140	+1.119710e+01	-8.103989e+00	1.165480e+00
141	+1.042890e+01	-8.396892e+00	1.217524e+00
142	+9.547160e+00	-7.159715e+00	2.386797e+00
143	+1.016061e+01	-7.382237e+00	1.599216e+00
144	+1.150893e+01	-6.880845e+00	2.237455e+00
145	+1.003852e+01	-7.633735e+00	3.203820e+00
146	+8.632286e+00	-8.494293e+00	1.914498e+00
147	+8.236462e+00	-9.028029e+00	1.117094e+00
148	+6.942499e+00	-7.794379e+00	-1.437146e-01
149	+6.868206e+00	-9.365094e+00	1.289432e+00
150	+7.704980e+00	-1.028813e+01	7.308991e-01
151	+6.852385e+00	-1.035307e+01	1.531213e+00
152	+7.437102e+00	-1.138966e+01	2.001221e-01
153	+8.727741e+00	-1.139665e+01	-4.934277e-01
154	+1.040383e+01	-1.113313e+01	7.183449e-01
155	+9.805962e+00	-1.141412e+01	-9.945675e-01
156	+8.791890e+00	-1.228733e+01	-1.582189e+00
157	+1.042170e+01	-1.246374e+01	-1.473143e+00
158	+1.110948e+01	-1.155556e+01	-9.077389e-01
159	+1.184216e+01	-1.114882e+01	-9.816680e-01
160	+1.040598e+01	-1.119233e+01	-5.177087e-02
161	+9.521312e+00	-1.027408e+01	-5.929586e-01
162	+8.563949e+00	-8.663655e+00	-4.897236e-01
163	+1.020933e+01	-1.038751e+01	-6.797259e-01
164	+1.029323e+01	-1.010167e+01	-1.863690e+00
165	+1.189212e+01	-8.836068e+00	-8.528663e-01
166	+1.187951e+01	-1.048142e+01	-6.369528e-01
167	+1.312885e+01	-1.033754e+01	-2.228247e+00
168	+1.408254e+01	-1.036121e+01	-1.730175e+00
169	+1.390983e+01	-1.150111e+01	-6.791767e-01
170	+1.305562e+01	-1.176739e+01	4.107129e-02
171	+1.236145e+01	-1.219626e+01	-1.163589e+00
172	+1.321372e+01	-1.191246e+01	-2.650310e+00
173	+1.407862e+01	-1.291462e+01	-3.328944e+00
174	+1.559313e+01	-1.174177e+01	-3.646374e+00
175	+1.654313e+01	-1.067140e+01	-3.975527e+00
176	+1.629016e+01	-9.177144e+00	-5.441778e+00
177	+1.735739e+01	-9.961411e+00	-4.417565e+00
178	+1.589777e+01	-1.155446e+01	-4.057614e+00
179	+1.574045e+01	-9.890962e+00	-5.273322e+00
180	+1.451323e+01	-1.091370e+01	-6.045868e+00
181	+1.613661e+01	-1.100336e+01	-6.882327e+00
